,playerID,H_x,AB,Average
4754,kopfla01,750,3010,0.24916943521594684
4756,koppejo01,379,1606,0.23599003735990037
4757,koppme01,146,630,0.23174603174603176
4761,koscoan01,464,1963,0.23637289862455427
4764,koskico01,936,3399,0.27537511032656664
4769,kotchca01,799,3071,0.2601758384890915
4770,kotsama01,1784,6464,0.275990099009901
4771,kottage01,155,722,0.2146814404432133
4772,kouzmke01,650,2525,0.25742574257425743
4774,koyer01,515,1846,0.2789815817984832
4775,kozaral01,252,992,0.2540322580645161
4776,kozmape01,143,666,0.2147147147147147
4779,kraneed01,1418,5436,0.2608535688005887
4782,kravida01,130,552,0.23550724637681159
4783,kreevmi01,1321,4676,0.28250641573994867
4788,krencwa01,283,1063,0.2662276575729069
4790,kreutch01,593,2505,0.23672654690618763
4792,kriegbi01,127,535,0.23738317757009345
4794,kronejo01,184,702,0.2621082621082621
4797,krueger01,220,836,0.2631578947368421
4798,kruegot01,427,1704,0.2505868544600939
4800,krugear01,283,1222,0.23158756137479541
4804,krukjo01,1170,3897,0.3002309468822171
4805,kryhodi01,475,1794,0.26477146042363436
4807,kubekto01,1109,4167,0.2661387089032877
4808,kubelja01,913,3480,0.2623563218390805
4809,kubiate01,565,2447,0.23089497343686147
4814,kuehnbi01,993,4286,0.23168455436304247
4815,kuennha01,2092,6913,0.3026182554607262
4816,kuheljo01,2212,7984,0.2770541082164329
4820,kuipedu01,917,3379,0.2713820656999112
4822,kurowwh01,925,3229,0.28646639826571696
4829,laabsch01,813,3102,0.2620889748549323
4831,laboyco01,291,1247,0.23336006415396954
4832,lachaca01,1380,4928,0.2800324675324675
4834,lacocpe01,444,1729,0.25679583574320414
4836,lacyle01,1303,4549,0.28643657946801493
4843,lagarju01,423,1643,0.25745587340231285
4844,lahaibr01,139,535,0.25981308411214954
4845,lahoujo01,429,1925,0.22285714285714286
4847,lairdge01,597,2452,0.24347471451876018
4849,lajoina01,3242,9589,0.33809573469600585
4851,lakeju01,155,659,0.23520485584218512
4852,lakest01,267,1125,0.23733333333333334
4854,lallyda01,134,502,0.26693227091633465
4855,lamanra01,355,1408,0.2521306818181818
4856,lamarbi01,633,2040,0.31029411764705883
4858,lambja01,384,1535,0.2501628664495114
4860,lambmi01,746,2706,0.2756836659275684
4864,lamotbo01,175,693,0.25252525252525254
4866,lampkto01,422,1796,0.23496659242761692
4870,landera01,291,1230,0.23658536585365852
4871,landgr01,221,910,0.24285714285714285
4872,landiji01,1061,4288,0.24743470149253732
4874,landrdo01,272,1160,0.23448275862068965
4875,landrho01,450,1929,0.2332814930015552
4877,landrke01,1099,4101,0.2679834186783711
4878,landrti01,248,995,0.2492462311557789
4884,langebi01,1056,3202,0.3297938788257339
4885,langery01,283,1250,0.2264
4888,lanieha01,843,3703,0.22765325411828247
4890,lankfra01,1561,5747,0.27161997563946405
4891,lansfca01,2074,7158,0.2897457390332495
4893,lansimi01,1124,4150,0.2708433734939759
4896,laporfr01,1185,4212,0.2813390313390313
4897,laporma01,230,967,0.2378490175801448
4898,lappja01,416,1581,0.2631246046805819
4900,larkeno01,538,1953,0.27547363031234
4902,larkiba01,2340,7937,0.2948217210532947
4904,larkige01,618,2321,0.26626454114605774
4905,larkihe01,1429,4718,0.30288257736328955
4908,larocan01,267,1184,0.22550675675675674
4915,larueja01,628,2719,0.2309672673777124
4917,laryly01,1239,4603,0.26917227894851187
4919,lasteto01,174,659,0.26403641881638845
4920,lathaar01,1836,6832,0.2687353629976581
4922,lathaju01,353,1431,0.246680642907058
4925,lauch01,298,1170,0.2547008547008547
4926,laudebi01,477,1829,0.26079825041006016
4927,laudnti01,458,2038,0.22473012757605496
4930,lavagco01,945,3509,0.2693074950128242
4931,lavalmi01,663,2473,0.26809543065103114
4932,lavando01,954,3891,0.24518118735543562
4937,lawleto01,110,531,0.2071563088512241
4942,lawribr01,578,2217,0.2607126747857465
4943,lawru01,656,2421,0.27096241222635276
4946,lawtoma02,1273,4763,0.26726852823850517
4952,lazorjo01,157,596,0.2634228187919463
4953,lazzeto01,1840,6297,0.2922026361759568
4954,leachfr01,1147,3733,0.3072595767479239
4956,leachto01,2143,7959,0.2692549315240608
4961,learyjo01,196,760,0.2578947368421053
4964,leboube01,217,788,0.2753807106598985
4965,lecroma01,361,1388,0.2600864553314121
4966,ledeeri01,494,2030,0.24334975369458128
4967,ledesaa01,223,754,0.2957559681697613
4970,leeca01,2273,7983,0.28473005135913815
4971,leecl01,475,1583,0.30006317119393555
4974,leede02,1959,6962,0.2813846595805803
4975,leedu01,163,732,0.2226775956284153
4976,leeha01,755,2750,0.27454545454545454
4979,leele02,404,1617,0.24984539270253556
4980,leema02,686,2693,0.2547344968436688
4984,leetr01,958,3740,0.25614973262032087
4985,lefebji01,756,3014,0.25082946250829463
4986,lefebjo01,281,1091,0.25756186984417967
4989,lefloro01,1283,4458,0.28779721848362494
4993,lehanmi01,218,1023,0.2130987292277615
4994,lehnepa01,455,1768,0.25735294117647056
4996,leibone01,1109,4167,0.2661387089032877
5001,leiussc01,375,1536,0.244140625
5005,lelivja01,347,1154,0.3006932409012132
5006,lemahdj01,879,2912,0.3018543956043956
5007,lemasjo01,709,3191,0.22218740206831714
5009,lemkema01,795,3230,0.24613003095975233
5010,lemonch01,1875,6868,0.27300524170064067
5011,lemonji01,901,3445,0.26153846153846155
5012,lenhado01,401,1481,0.27076299797434167
5015,lennoed01,379,1383,0.2740419378163413
5019,leonaan01,715,2394,0.29866332497911446
5020,leonaje01,1342,5045,0.26600594648166503
5021,leonajo01,179,791,0.22629582806573956
5023,leoned01,440,1862,0.23630504833512353
5026,leonsa01,178,732,0.24316939890710382
5028,lepcite01,512,2092,0.2447418738049713
5031,leppedo02,122,532,0.22932330827067668
5034,leriawa01,126,512,0.24609375
5037,lesliro01,148,556,0.26618705035971224
5038,leslisa01,749,2460,0.30447154471544713
5043,leveyji01,375,1632,0.22977941176470587
5045,levisje01,167,654,0.25535168195718655
5049,lewisbu01,1563,5261,0.29709180764113285
5050,lewisda01,1021,4081,0.25018377848566525
5051,lewisfr01,390,1318,0.2959028831562974
5052,lewisfr02,415,1562,0.26568501920614596
5053,lewisja01,169,684,0.24707602339181287
5054,lewisjo01,175,771,0.22697795071335927
5055,lewisma01,736,2795,0.2633273703041145
5056,lewisph01,429,1775,0.24169014084507043
5057,leyriji01,667,2527,0.26394934705184014
5059,lezcasi01,1122,4134,0.2714078374455733
5065,liebemi01,1155,4218,0.27382645803698435
5066,liefeje01,179,779,0.22978177150192555
5069,lillibo01,549,2328,0.23582474226804123
5070,lillibr01,145,708,0.20480225988700565
5071,limmelo01,107,530,0.2018867924528302
5072,linarru01,147,545,0.26972477064220185
5074,lindad01,1247,4577,0.2724492025344112
5076,lindca01,267,981,0.27217125382262997
5078,lindeji01,165,676,0.2440828402366864
5079,lindeto01,116,502,0.23107569721115537
5082,lindjo01,935,3677,0.25428338319282023
5083,lindofr01,482,1645,0.29300911854103345
5086,lindsch01,200,828,0.24154589371980675
5089,lindsfr01,1747,5611,0.3113527000534664
5096,lintzla01,140,616,0.22727272727272727
5097,linzph01,322,1372,0.23469387755102042
5098,liponjo01,690,2661,0.2593010146561443
5100,liriane01,576,2216,0.259927797833935
5103,lisjo01,182,780,0.23333333333333334
5104,listapa01,444,1772,0.2505643340857788
5106,littlbr01,226,922,0.24511930585683298
5114,litwhda01,982,3494,0.28105323411562677
5115,livinmi01,354,1490,0.23758389261744967
5116,livinpa01,120,574,0.20905923344947736
5117,livinsc01,431,1533,0.2811480756686236
5119,llenawi01,122,531,0.2297551789077213
5122,lobatjo01,237,1085,0.2184331797235023
5124,loberha01,1252,4563,0.2743808897655052
5126,lockdo01,642,2695,0.23821892393320965
5128,lockhke01,591,2268,0.2605820105820106
5129,locklge01,163,595,0.2739495798319328
5131,lockmwh01,1658,5940,0.2791245791245791
5132,lodigda01,355,1364,0.2602639296187683
5133,loducpa01,1112,3892,0.2857142857142857
5136,loftoke01,2428,8120,0.29901477832512313
5139,loganjo01,1407,5244,0.2683066361556064
5140,loganno01,233,870,0.267816091954023
5143,lohrkja01,221,914,0.24179431072210067
5146,lollash01,1415,5351,0.264436553915156
5150,lombaer01,1792,5855,0.30606319385140907
5153,lombast01,294,1264,0.23259493670886075
5154,lombast02,207,796,0.2600502512562814
5156,loneyja01,1425,5023,0.2836950029862632
5159,longda02,805,3020,0.26655629139072845
5160,longhe01,2129,7680,0.2772135416666667
5165,longoev01,1471,5450,0.26990825688073394
5167,longte01,824,3068,0.2685788787483703
5168,longto01,401,1489,0.26930826057756885
5172,lopatst01,661,2601,0.25413302575932334
5173,lopesda01,1671,6354,0.26298394711992445
5174,lopezal01,1547,5916,0.2614942528735632
5177,lopezhe01,1251,4644,0.2693798449612403
5178,lopezja01,1527,5319,0.2870840383530739
5179,lopezjo01,1005,3841,0.26165061181983856
5181,lopezlu02,390,1620,0.24074074074074073
5188,lordha01,1024,3691,0.2774315903549174
5190,loudeba01,507,1942,0.2610710607621009
5194,loughda01,190,749,0.253671562082777
5198,lovitjo01,165,763,0.2162516382699869
5199,lovulto01,165,737,0.22388059701492538
5202,lowelmi01,1619,5813,0.27851367624290385
5203,lowenjo01,881,3476,0.2534522439585731
5206,lowrepe01,1177,4317,0.27264303914755617
5207,lowrije01,884,3388,0.26092089728453366
5213,lucadjo01,181,686,0.26384839650145775
5214,lucased01,135,530,0.25471698113207547
5218,lucrojo01,960,3413,0.28127746850278346
5220,luderfr01,1344,4851,0.27705627705627706
5222,ludwiry01,923,3549,0.2600732600732601
5224,lugoju01,1279,4758,0.2688104245481295
5227,lukoned01,143,606,0.23597359735973597
5228,lumleha01,728,2653,0.27440633245382584
5229,lummi01,877,3554,0.24676420934158694
5230,lumpeje01,1314,4912,0.2675081433224756
5231,lunahe01,208,794,0.2619647355163728
5233,lunddo01,181,753,0.2403718459495352
5238,lupieto01,632,2358,0.2680237489397795
5239,luploal01,292,1243,0.23491552695092519
5242,lushbi01,429,1722,0.24912891986062718
5249,lutzkru01,468,1876,0.24946695095948826
5253,luzingr01,1795,6505,0.2759415833973866
5258,lynchje01,798,2879,0.2771795762417506
5263,lynnfr01,1960,6925,0.28303249097472927
5266,lyonsba01,150,628,0.23885350318471338
5268,lyonsde01,1334,4300,0.3102325581395349
5273,lyttlji01,176,710,0.24788732394366197
5274,maaske01,287,1248,0.2299679487179487
5277,macfami01,906,3602,0.2515269294836202
5283,machama01,862,3088,0.27914507772020725
5285,macharo01,146,636,0.22955974842767296
5288,maciajo01,422,1646,0.25637910085054677
5289,mackape01,355,1570,0.22611464968152867
5290,mackco01,659,2698,0.24425500370644923
5294,mackife01,174,672,0.25892857142857145
5296,mackoro01,603,2328,0.25902061855670105
5299,mackra01,629,2707,0.2323605467306982
5300,mackre01,524,2062,0.2541222114451988
5301,macksh01,853,2857,0.29856492824641234
5310,maddoel01,742,2843,0.2609919099542737
5311,maddoga01,1802,6331,0.2846311799083873
5316,madlobi01,2008,6594,0.30451925993327267
5318,magadda01,1197,4159,0.28780956960807885
5320,mageele01,1031,3741,0.2755947607591553
5321,mageesh01,2169,7441,0.29149307888724635
5322,mageewe01,268,1086,0.24677716390423574
5327,magooge01,439,1834,0.23936750272628135
5329,magruch01,119,540,0.22037037037037038
5330,maguifr01,545,2120,0.25707547169811323
5343,mahtomi01,163,638,0.2554858934169279
5348,maisefr01,510,2111,0.24159166271909047
5350,majesha01,956,3421,0.2794504530838936
5356,maldoca01,1042,4106,0.25377496346809547
5360,malkmbo01,123,572,0.21503496503496503
5365,mallole01,368,1300,0.28307692307692306
5369,malonbi01,585,2476,0.23626817447495962
5371,malonfe01,288,1052,0.2737642585551331
5375,malzofr01,1486,5428,0.2737656595431098
5376,mancitr01,164,557,0.29443447037701975
5377,mancufr01,241,1002,0.2405189620758483
5378,mancugu01,1194,4505,0.26503884572697
5382,manguan01,304,1241,0.24496373892022563
5384,mangupe01,235,972,0.2417695473251029
5385,maniocl01,250,1145,0.2183406113537118
5386,mankoph01,195,739,0.2638700947225981
5388,mannfr01,597,2277,0.2621870882740448
5390,manniji01,298,1384,0.2153179190751445
5391,manniri01,1349,5248,0.2570503048780488
5392,manniti01,138,730,0.18904109589041096
5395,mannle01,1332,4716,0.2824427480916031
5397,manrifr01,340,1337,0.2543006731488407
5399,mansemi01,351,1470,0.23877551020408164
5400,mantife01,707,2707,0.2611747321758404
5401,mantlmi01,2415,8102,0.2980745494939521
5402,mantoje01,164,713,0.2300140252454418
5406,manushe01,2524,7654,0.3297622158348576
5407,manwaki01,733,2982,0.24580818242790073
5409,mapescl01,289,1193,0.24224643755238895
5412,maranra01,2605,10078,0.2584838261559833
5413,margoma01,137,524,0.26145038167938933
5414,marioma01,1448,5506,0.2629858336360334
5416,marisja01,271,1186,0.22849915682967958
5417,marisro01,1325,5101,0.2597529896098804
5419,markani01,2052,7135,0.2875963559915907
5430,marreel01,463,1906,0.2429171038824764
5432,marriwi01,220,826,0.26634382566585957
5433,marrle01,417,1445,0.2885813148788927
5434,marsaar01,612,2273,0.2692476902771667
5437,marshda01,258,1049,0.2459485224022879
5438,marshdo01,159,756,0.21031746031746032
5439,marshdo02,170,658,0.25835866261398177
5440,marshfr01,296,1236,0.23948220064724918
5441,marshji01,206,852,0.24178403755868544
5444,marshma01,311,1267,0.24546172059984214
5445,marshmi02,971,3593,0.27024770386863345
5447,marshwi01,1160,4233,0.27403732577368295
5448,marsolo01,168,768,0.21875
5452,marteke01,233,879,0.26507394766780434
5453,martest01,733,2549,0.2875637504903884
5455,martial03,1172,4242,0.27628477133427626
5458,martibi02,877,3419,0.25650775080432875
5459,martica01,713,2906,0.24535443909153476
5460,martica02,383,1485,0.2579124579124579
5463,martied01,2247,7213,0.31152086510467214
5464,martife01,137,641,0.21372854914196568
5469,martihe01,643,2257,0.2848914488258751
5471,martija01,144,608,0.23684210526315788
5472,martijc01,487,2189,0.2224760164458657
5473,martijd02,805,2828,0.28465346534653463
5474,martije01,666,2652,0.251131221719457
5480,martima02,138,564,0.24468085106382978
5482,martino01,245,880,0.2784090909090909
5485,martira03,512,1952,0.26229508196721313
5486,martiru01,1314,5203,0.25254660772631177
5487,martisa01,130,564,0.23049645390070922
5488,martist01,599,2237,0.2677693339293697
5489,martite01,355,1480,0.23986486486486486
5490,martiti02,1925,7111,0.2707073548024188
5492,martivi01,2036,6830,0.2980966325036603
5495,marzajo01,191,794,0.24055415617128464
5498,masiph01,917,3468,0.2644175317185698
5500,maskrle01,360,1601,0.22485946283572766
5501,masondo01,143,696,0.20545977011494254
5502,masonji01,322,1584,0.2032828282828283
5510,matchto01,178,826,0.21549636803874092
5512,mateoru01,219,876,0.25
5513,matheed01,2315,8537,0.2711725430479091
5515,mathemi01,925,3877,0.23858653598142893
5516,mathene01,218,978,0.2229038854805726
5521,matoslu01,410,1605,0.2554517133956386
5524,matsuhi01,1253,4442,0.2820801440792436
5525,matsuka01,615,2302,0.26715899218071243
5527,matthga01,2011,7147,0.28137680145515603
5528,matthga02,1056,4103,0.257372654155496
5530,matthwi02,188,663,0.28355957767722473
5531,mattibo01,161,690,0.23333333333333334
5532,mattido01,2153,7003,0.30743966871340855
5535,mattiwa01,115,506,0.22727272727272727
5538,matusle01,192,820,0.23414634146341465
5539,mauchge01,176,737,0.23880597014925373
5540,mauerjo01,1986,6444,0.30819366852886404
5545,maxvida01,748,3443,0.21725239616613418
5547,maxwech01,856,3245,0.2637904468412943
5549,maxweju01,233,1057,0.22043519394512773
5550,maybejo01,1379,5447,0.2531668808518451
5551,maybejo02,326,1386,0.2352092352092352
5552,maybica01,796,3122,0.2549647661755285
5553,mayca01,1127,4120,0.27354368932038836
5554,mayda01,920,3670,0.2506811989100817
5555,mayde01,596,2200,0.27090909090909093
5556,mayele01,1109,4048,0.2739624505928854
5557,mayered01,167,752,0.2220744680851064
5561,mayje01,357,1527,0.2337917485265226
5562,mayle01,2031,7609,0.26692075174135893
5564,maymi01,971,3693,0.26292986731654483
5565,maynabu01,136,616,0.22077922077922077
5567,mayoed01,759,3013,0.25190839694656486
5569,maypi01,610,2215,0.27539503386004516
5571,mayswi01,3283,10881,0.3017185920411727
5573,mazarno01,277,1070,0.2588785046728972
5574,mazerbi01,2016,7755,0.25996131528046423
5575,mazzeme01,136,507,0.2682445759368836
5576,mazzile01,1068,4124,0.25897187196896215
5581,mcauldi01,1530,6185,0.24737267582861763
5585,mcbrial01,464,1589,0.2920075519194462
5586,mcbriba01,1153,3853,0.29924733973527123
5587,mcbrige01,1203,5526,0.21769815418023888
5590,mcbrito01,326,1186,0.2748735244519393
5597,mccanbr01,1481,5601,0.2644170683806463
5600,mccanja02,274,1109,0.24706943192064923
5601,mccaral01,306,1335,0.2292134831460674
5605,mccarja01,1205,4200,0.2869047619047619
5608,mccarle01,393,1479,0.2657200811359026
5610,mccarti01,1501,5529,0.27147766323024053
5617,mcclebi01,773,3197,0.24178917735376915
5618,mccleha01,257,1162,0.22117039586919104
5620,mcclell01,294,1204,0.2441860465116279
5624,mcconam01,398,1506,0.2642762284196547
5626,mccorba01,867,3645,0.23786008230452674
5628,mccorfr01,1711,5723,0.29896907216494845
5631,mccormi02,640,2325,0.2752688172043011
5632,mccormo01,356,1247,0.2854851643945469
5633,mccosba01,1301,4172,0.31184084372003834
5634,mccovwi01,2211,8197,0.26973282908381113
5636,mccoybe01,327,1214,0.26935749588138386
5637,mccraqu01,675,2462,0.27416734362307066
5639,mccrato01,972,3956,0.24570273003033366
5643,mcculcl01,785,3121,0.25152194809355977
5644,mccurha01,326,1157,0.2817631806395851
5645,mccutan01,1463,5033,0.2906815020862309
5654,mcdoned02,155,634,0.2444794952681388
5656,mcdonja02,167,692,0.24132947976878613
5662,mcdonte01,304,1019,0.2983316977428852
5663,mcdougi01,1291,4676,0.2760906757912746
5665,mcdowod01,715,2829,0.2527394839165783
5666,mcelvpr01,105,502,0.20916334661354583
5669,mcewijo01,443,1767,0.2507074136955291
5673,mcfared01,826,3007,0.2746923844363153
5674,mcfarhe01,340,1278,0.26604068857589985
5680,mcganda01,1482,5226,0.2835820895522388
5681,mcgarch01,875,3256,0.26873464373464373
5684,mcgeami01,684,2481,0.2756952841596131
5689,mcgeewi01,2254,7649,0.29467904301215847
5690,mcgehca01,721,2798,0.2576840600428878
5691,mcghebi01,146,537,0.2718808193668529
5692,mcgheed01,124,505,0.24554455445544554
5699,mcgowbe01,316,1208,0.26158940397350994
5700,mcgrajo01,1309,3924,0.3335881753312946
5701,mcgrifr01,2490,8757,0.2843439534087016
5710,mcguiry01,133,631,0.21077654516640254
5711,mcgwima01,1626,6187,0.2628091158881526
5715,mchenau01,592,1959,0.30219499744767736
5717,mcinnst01,2405,7822,0.3074661211966249
5718,mcintma01,1066,3958,0.2693279434057605
5721,mckayda01,441,1928,0.2287344398340249
5722,mckeaed01,2084,6894,0.30229184798375397
5723,mckecbi01,713,2843,0.2507914175167077
5731,mckenmi01,200,839,0.23837902264600716
5734,mckinal01,465,1572,0.2958015267175573
5736,mckinri01,199,886,0.22460496613995484
5746,mclauto01,227,1183,0.19188503803888418
5747,mcleala01,694,2647,0.26218360408009067
5748,mclemma01,1602,6192,0.25872093023255816
5751,mclouna01,803,3257,0.24654590113601474
5756,mcmanma01,1926,6660,0.2891891891891892
5758,mcmilbi01,149,601,0.24792013311148087
5760,mcmilno01,353,1356,0.2603244837758112
5761,mcmilro01,1639,6752,0.24274289099526067
5762,mcmilto01,207,991,0.20887991927346114
5764,mcmulfr01,234,914,0.25601750547045954
5766,mcmulke01,1273,5131,0.24809978561683882
5768,mcnaier01,1240,4519,0.2743969904846205
5769,mcnalmi01,257,1078,0.23840445269016697
5776,mcneeea01,614,2254,0.2724046140195209
5779,mcnerje01,337,1423,0.23682361208713984
5781,mcnulpa01,238,820,0.29024390243902437
5782,mcphebi01,2258,8304,0.2719171483622351
5786,mcquemo01,429,1581,0.2713472485768501
5787,mcquige02,1588,5747,0.27631807899773797
5788,mcquigl01,176,643,0.2737169517884914
5789,mcraebr01,1336,5114,0.2612436448963629
5790,mcraeha01,2091,7218,0.28969243557772234
5792,mcreyke01,1439,5423,0.2653512815784621
5795,mctamji01,794,3102,0.2559638942617666
5798,meachbo01,324,1371,0.2363238512035011
5803,mearepa01,849,3287,0.25829023425616066
5807,medwijo01,2471,7635,0.3236411263916176
5822,mejiaro01,449,1768,0.25395927601809953
5826,melenlu01,366,1477,0.24779959377115776
5827,melesa01,916,3437,0.26651149258073903
5828,melhuad01,172,735,0.23401360544217686
5830,melilsk01,1316,5063,0.25992494568437685
5835,meltobi01,1004,3971,0.25283303953664066
5838,melvibo01,456,1955,0.23324808184143223
5839,menchke01,632,2362,0.26756985605419137
5844,menkede01,1270,5071,0.2504436994675606
5845,menosmi01,685,2465,0.2778904665314402
5848,meoliru01,133,626,0.2124600638977636
5849,mercaor01,112,562,0.199288256227758
5852,mercejo03,594,2316,0.25647668393782386
5854,merceor01,1108,3998,0.2771385692846423
5857,merklfr01,1580,5782,0.273261847111726
5858,merlolo01,294,1085,0.2709677419354839
5859,merribi01,384,1414,0.27157001414427157
5863,merrill01,291,1202,0.2420965058236273
5864,merriwh01,257,898,0.28619153674832964
5866,merulle01,497,2071,0.23998068565910188
5869,mesnest01,397,1574,0.25222363405336723
5870,mesorde01,271,1158,0.23402417962003455
5877,methebu01,344,1390,0.2474820143884892
5878,metkoca01,934,3585,0.2605299860529986
5880,metzgro01,972,4201,0.23137348250416567
5882,metzlal01,561,1968,0.2850609756097561
5885,meusebo01,1693,5475,0.3092237442922374
5886,meuseir01,1521,4900,0.3104081632653061
5887,meyerbe01,276,1041,0.26512968299711814
5889,meyerch01,826,2834,0.29146083274523643
5891,meyerda01,944,3734,0.25281199785752545
5893,meyerdu01,262,994,0.2635814889336016
5901,michaca01,1142,4367,0.261506755209526
5902,michaja01,613,2332,0.26286449399656947
5905,middlwi01,262,1150,0.22782608695652173
5907,mientdo01,899,3312,0.27143719806763283
5909,mieskma01,406,1547,0.26244343891402716
5912,miksied01,722,3053,0.23648869963969865
5913,milancl01,2100,7359,0.28536485935589073
5915,milbola01,623,2448,0.25449346405228757
5916,milesde01,411,1467,0.28016359918200406
5919,millafe01,1617,5791,0.279226385771024
5921,millake01,1284,4688,0.2738907849829352
5923,millebi02,1934,6212,0.31133290405666453
5924,millebr01,136,553,0.24593128390596744
5925,millebr02,476,1997,0.2383575363044567
5929,milleco01,104,539,0.19294990723562153
5931,milleda02,834,3182,0.2620993086109365
5932,milledo01,1381,5171,0.2670663314639335
5933,milledo02,1526,5805,0.2628768303186908
5934,milledo03,507,1717,0.2952824694234129
5935,milledu01,771,2561,0.301054275673565
5939,milleed03,1270,5337,0.23796140153644368
5941,milleel01,343,1414,0.24257425742574257
5943,milleha01,387,1200,0.3225
5950,millejo02,163,762,0.21391076115485563
5953,milleke01,347,1326,0.2616892911010558
5956,millela02,404,1500,0.2693333333333333
5959,milleno01,325,1364,0.23826979472140764
5960,milleor01,244,943,0.25874867444326616
5961,milleot01,695,2836,0.24506346967559944
5962,milleot02,229,837,0.2735961768219833
5964,millera03,138,557,0.24775583482944344
5965,milleri01,1046,3887,0.2691021353228711
5971,millewa02,623,2244,0.27762923351158647
5972,millijo01,848,2964,0.28609986504723345
5973,millira01,553,2118,0.26109537299339
5975,milliwa01,158,651,0.24270353302611367
5978,millsbu01,396,1379,0.2871646120377085
5980,millsev01,433,1525,0.2839344262295082
5985,milneed01,607,2395,0.2534446764091858
5986,milnejo01,855,3436,0.2488358556461001
5989,minchdo01,1003,4026,0.24913065076999502
5994,minosmi01,1963,6579,0.2983736130110959
5995,mirabdo01,337,1456,0.23145604395604397
5997,miranwi01,423,1914,0.22100313479623823
5999,mitchbo02,143,609,0.2348111658456486
6000,mitchbo03,150,617,0.24311183144246354
6001,mitchda01,1244,3984,0.31224899598393574
6002,mitchjo01,288,1175,0.2451063829787234
6003,mitchke01,1173,4134,0.28374455732946297
6005,mitchmi01,1138,4095,0.2778998778998779
6007,mittege01,623,2645,0.23553875236294897
6009,mizejo01,2011,6443,0.3121216824460655
6013,moellch01,315,1392,0.22629310344827586
6014,moellda01,618,2538,0.24349881796690306
6018,mohrdu01,340,1367,0.24871982443306512
6019,mokanjo01,563,1936,0.29080578512396693
6021,molinbe01,1317,4812,0.2736907730673317
6022,molinbo01,212,803,0.2640099626400996
6025,molinjo01,592,2546,0.23252160251374707
6026,molinya01,1730,6092,0.2839789888378201
6027,molitpa01,3319,10835,0.3063221042916474
6029,mollwfr01,420,1740,0.2413793103448276
6036,mondari01,1619,6136,0.26385267275097785
6037,mondera01,1589,5814,0.2733058135534916
6040,moneydo01,1623,6215,0.26114239742558326
6041,monrocr01,678,2691,0.25195094760312153
6044,montaed01,161,615,0.26178861788617885
6046,montawi01,1604,5843,0.2745165154886189
6048,monteje01,204,806,0.2531017369727047
6050,montgbo01,306,1185,0.2582278481012658
6058,moonwa01,1399,4843,0.288870534792484
6067,moorech02,1052,4033,0.26084800396727004
6068,mooreed01,706,2474,0.2853678253839935
6071,moorege03,958,3543,0.27039232289020604
6077,moorejo01,926,3013,0.307334882177232
6078,moorejo02,1615,5427,0.2975861433572876
6079,mooreju01,204,774,0.26356589147286824
6083,moorera01,627,2253,0.2782956058588549
6086,moraan01,156,700,0.22285714285714286
6087,moralje01,1173,4528,0.2590547703180212
6088,moraljo01,375,1305,0.28735632183908044
6090,moralke01,1153,4273,0.2698338403931664
6091,moralri01,205,1053,0.19468186134852802
6093,morame01,1503,5422,0.27720398376982663
6096,moranbi02,545,2076,0.26252408477842004
6097,moranch01,201,970,0.20721649484536084
6099,moranhe01,527,2177,0.24207625172255398
6100,moranmi01,1222,4558,0.26810004387889425
6101,moranpa01,618,2634,0.23462414578587698
6104,mordemi01,333,1362,0.2444933920704846
6107,morelbr01,150,662,0.22658610271903323
6109,morelke01,1279,4581,0.2791966819471731
6111,morenom01,1257,4992,0.25180288461538464
6114,morgabo01,487,2088,0.2332375478927203
6116,morgaed01,879,2810,0.3128113879003559
6119,morgajo02,2517,9277,0.2713161582408106
6121,morgany01,550,1953,0.2816180235535074
6122,morgara01,630,2480,0.2540322580645161
6128,moriage02,920,3671,0.25061291201307545
6132,morneju01,1603,5699,0.2812774170907177
6136,morriha02,1216,3998,0.304152076038019
6140,morrijo05,195,841,0.2318668252080856
6141,morrijo07,145,614,0.23615635179153094
6142,morrilo01,723,2953,0.24483576024381984
6147,morriwa02,399,1495,0.26688963210702343
6150,morsemi01,705,2569,0.2744258466329311
6151,mortobu01,248,928,0.2672413793103448
6154,morynwa01,667,2506,0.26616121308858737
6156,mosebll01,1494,5815,0.2569217540842648
6158,mosesje01,269,1072,0.25093283582089554
6159,moseswa01,2138,7356,0.29064709081022294
6162,mossbr01,742,3133,0.23683370571337375
6165,mossle01,552,2234,0.24709042076991944
6166,mostijo01,1054,3507,0.3005417735956658
6169,motama01,1149,3779,0.30404869012966396
6170,motleda01,324,1333,0.24306076519129782
6173,mottocu01,121,567,0.21340388007054673
6176,moustmi01,764,3038,0.2514812376563529
6177,moutoja01,386,1570,0.24585987261146497
6178,moutoly01,225,805,0.2795031055900621
6180,mowremi01,1099,4291,0.2561174551386623
6183,moynami01,202,688,0.2936046511627907
6185,muellbi02,1229,4223,0.29102533743784037
6186,muelldo01,1292,4364,0.29605866177818513
6187,muellhe01,597,2118,0.2818696883852691
6188,muellhe02,324,1281,0.2529274004683841
6189,muellra01,733,2911,0.25180350395053247
6191,muldomi01,450,1932,0.2329192546583851
6194,mullech01,183,741,0.24696356275303644
6199,mullied01,287,1235,0.23238866396761135
6204,mullipa01,676,2493,0.2711592458884878
6205,mullira01,972,3569,0.27234519473241803
6207,mulvejo01,1059,4063,0.2606448437115432
